   4.3426410e-10   7.7446115e-12   5.9463609e-12   3.0073280e-05   3.0430137e-08   1.3937434e-05
   2.6342770e-10   4.6558309e-12   3.4058916e-12   1.5814478e-05   5.0185927e-08   7.2423657e-07
   1.4679066e-10   2.6045371e-12   2.0242721e-12   2.3886379e-05   7.0014941e-08   3.3523615e-06
   1.1545487e-10   2.1241173e-12   2.0835021e-12   3.3861799e-05   8.5304907e-08   7.0296130e-06
   1.6517778e-10   3.1011871e-12   3.2941833e-12   3.2229182e-05   8.8152290e-08   1.0403427e-06
   2.6173429e-10   4.8872979e-12   4.9661611e-12   2.6977841e-05   7.5868838e-08   6.4068324e-07
   3.5710799e-10   6.6022050e-12   6.3133695e-12   4.4132199e-06   5.5671939e-08   1.4292473e-05
   4.0920079e-10   7.4929419e-12   6.7626413e-12   2.1981793e-05   3.4461673e-08   5.4713195e-07
   3.9719008e-10   7.2062124e-12   6.1486368e-12   2.9187552e-05   1.9081526e-08   1.2124572e-06
   3.2715879e-10   5.8797629e-12   4.7329172e-12   2.4293581e-05   1.4167283e-08   1.2700507e-07
   2.2689513e-10   4.0373110e-12   3.0586701e-12   2.4736388e-05   1.9482629e-08   2.4772634e-06
   1.3299441e-10   2.3479331e-12   1.7138624e-12   1.8320919e-05   3.1145201e-08   1.5050722e-05
   7.5989048e-11   1.3558663e-12   1.1026459e-12   2.2778831e-05   4.3204177e-08   8.9349759e-07
   6.9371209e-11   1.2866219e-12   1.3110615e-12   3.5920672e-05   5.0283277e-08   2.3026445e-06
   1.0626689e-10   1.9949918e-12   2.1080428e-12   1.9925408e-05   4.9583624e-08   3.4163264e-07
   1.6420969e-10   3.0595824e-12   3.0669047e-12   2.2393566e-05   4.1493335e-08   1.4096398e-07
   2.1533507e-10   3.9722926e-12   3.7482655e-12   1.9140069e-05   2.9254112e-08   1.6445597e-07
   2.3754023e-10   4.3405618e-12   3.8682923e-12   2.2454937e-05   1.7389192e-08   7.0278840e-08
   2.2226320e-10   4.0241170e-12   1.8249773e-06   3.4248643e-05   9.8006874e-09   1.1633573e-07
   1.7628372e-10   3.1612100e-12   1.3798724e-05   1.9241447e-05   8.3916896e-09   2.6386867e-08
   1.1749881e-10   1.8257626e-06   1.0922180e-05   1.7298221e-05   1.2540195e-08   5.5768862e-08
   6.6922398e-11   1.1241518e-05   2.2579295e-06   3.3964801e-05   1.9604163e-08   1.4459132e-07
   4.0353591e-11   7.7186561e-07   5.3995107e-06   3.1581247e-05   2.6141706e-08   9.1725677e-08
   4.2917378e-11   8.7024965e-08   1.7759050e-05   1.7556651e-05   2.9300276e-08   7.9409903e-08
   6.8246897e-11   3.2497483e-07   2.1593946e-05   2.5775993e-05   2.7841936e-08   7.9679042e-08
   1.0212319e-10   1.0764390e-05   2.1722751e-05   2.6457431e-05   2.2437770e-08   7.2323009e-06
   1.2871276e-10   1.5706332e-06   3.4919859e-05   3.0308162e-05   1.5207375e-08   2.9492193e-07
   1.3675397e-10   1.8715591e-07   8.1658092e-07   3.5609623e-05   8.7590047e-09   1.9549186e-06
   1.2334539e-10   1.6294029e-07   2.4616437e-05   1.9067866e-05   5.1435071e-09   2.6556900e-07
